name,comment,star
Vinh Thanh ThẢO,quá ok. tất cả đều ok. ngoại trừ cái mở khóa vân tay quá kém so với dòng vân tay sau lưng như các dòng khác,5
HÓA,Xin chào mọi người.vv.v.vv qua thời gian sử dụng sản phẩm samsung a50 được 1tháng 10 ngày em có một vài nhận xét như sau thứ nhất về nhược điểm chước ạ 1 về giá thành để so sánh về giá theo em thấy sản phẩm samsung a50 so với hãng khác gọi là trên trời dưới đất vì samsung a50 quá đắt gần gấp đôi so với hãng khác trên thị trường bán 1 con bò mua đc samsung galasy a50 đó còn du 2 lến 3tr aa 2 về goại hình nếu tầm 7tr thì khung vỏ toàn bằng nhựa thì sẽ kém phần sang trọng nhiều hãng khác tầm 5tr dã có mặt lưng kính khung nhôm vvvvv mặt chước kg có j nổi bật so với hãng khác rất rễ nhầm lẫn 3 về hiển thị nếu màn bị hư thay thế sẽ là cả 1 vấn đề thay đc cái màn hình a50 sẽ mua đc 1 cái xaomi remix not 7 32g nếu xem phim thuyết minh phụ đề trên youtube nếu phóng toàn màn hình sẽ bị mất giòng phụ đề bên dưới 4 về cpu hay cấu hình đi . Quá thất vọng chíp 97... j đó kg nhớ rõ em mua về để chơi game nhưng ai gờ chơi liên quân mobile quá lang và giật giật kinh vãi chưởng luôn ạ ping lên tầm 90 coi như phải gọi là sống chết mặc bay luôn rồi những hãng khác chíp sngan gì đó lên 200 ping vẫn chơi đc còn thua con nokia 5 lên gần 200 ping vẫn chiến được chỉ hơi lang síu thôi mua về chiến game để leo rank ai ngờ hóa ra là đeo xuống Rank pubg lang gật khỏi phải bàn nếu chọn a50 để chiến game chắc sẽ là 1 cơn ác mộng và sẽ là mega loss hay lên màn hình chính game liên quân samsung a50 thua 20 trận ai đó cho ván thắng nào! Đó là 2 game phổ biến mình hay chơi bây giờ mình chơi con đt iphon 6s kgo giám động tớia 50 5 về bảo mật mọi người thấy thế nào về nhận diện khuôn mặt quá là nhạy luôn chơi chốn tìm thì quá đỉnh đeo nón cũng nhận ra được và đeo khẩu trang cũng phát hiện ra đc luôn cái này phối hợp với 113 hay 911 thì không có tên tội phạm nguy hiểm nào chốn thoát đôi lúc thằng em trai giơ lên chước mặt tạch phát mở khóa luôn nếu cảnh sát mà cầm samsung a50 đi bắt tội phạm có khi bắt nhầm em trai hay anh trai cũng nên còn vân tay tay thì wat tờ fac luôn nhập 3 vân tay cùng 1 ngón ra ngoài khóa để mở 10 lần xịt 7 lến 9 có khi 10 luôn rất mất thời gian 6. sóng 4 g rất kém lướt wep hay bị treo sóng sánh kém mọi người thấy kg thi thoảng hay bị mất 1 sim phải khởi động lại máy mới có 2 sim trở lại 7 cammera nếu chụp thiếu sáng hay ánh nắng yếu sẽ cho bạn 1 bức ảnh gần đen trắng 8.pim 4000ma mà hơi tụt nhanh Vvvvvvv Về ưu điểm đi đc cái nếu chụp đủ sáng rất chi là sắt nét sạc nhanh đầy loa to cầm nắm rất là thích không bị cấn tay vò cạnh làm bo tròn Sau đây là bài đánh giá của mình sau khi sử dụng sản phẩm samsung a50 Rút ra đc 1 bài học sản phẩm đắt thiếu sang trọng cấu hình ngoại hình kém Bán 1 con bò mới mua đc em nó hối hận nhiều khi đã mua Đọc kỹ chước khi mua cũng như chước khi sử dụng,1
QuỐC Huy,"Thực sự mà nói sao vẫn có người chê nhỉ, Pin trâu, camera ổn, cấu hình tốt trong mức giá, máy đẹp. Có duy nhất nhược điểm là màn hình cứng mức độ 3, nên nếu ma sát mạnh vẫn xước.",5
VĂN ĐôNg,Nói chung là mọi thứ ok môi nhân điện vân tay quá kém quét đến 5 lần mà cũng ko dc,3
TrẦN ThỊNh,Sp tốt. Vân tay cài 3 vân tay trên cùng 1 ngón sẽ nhận nhanh hơn. Camera trước hơi ảo,4
Trung,"Mọi thứ đều OK, camera mức độ trung bình khá, chơi game tạm ổn, vân tay ko nhạy lắm, nhưng dc cái mở khóa khuôn mặt rất nhanh",5
VŨ HỒNg SƠN,"Dùng loạn cảm ứng nhiều bấm chữ ko chạy , loạn chữ , cơ bản ko mà dùng chán , máy samsung dòng A mà tệ",1
LÊ Kim BẢO ChÂU,"Rất tuyệt vời.🌼🌼🌼🌼🌼🌼🌼🌼🌼Ko còn j bằng a50.Thiết kế đệp,sang,dễ sử dụng.😚😚",5
Vo Van Thong,Mình mới mua ở tgdd.thấy về wifi và 4g mạnh hơn máy iphone đang dùng mà sao nhiều người bảo yếu,5
LƯơNg CÔNg ĐỉNh,"Máy tốt, khá ổn trong tầm giá. Thiết kế đẹp, sang trọng. Tuy nhiên phần camera sau khá thất vọng, dù bắt sáng tốt vs live focus và góc rộng nhưng ảnh lại có chất lượng khá kém, phóng ra nát không tưởng tượng được, theo cá nhân thấy con J2 prime có thể ăn khoảng phóng ảnh này. Nhân viên phục vụ tận tình, vui vẻ. Rất ưng ý.",5
TrƯơNg Duy MẪN,"Thiết kế đẹp, dễ sử dụng, nhưng có 1 số điểm sau đây làm mình không hài lòng sau 1 tháng sử dụng : 1. Trợ lý ảo hay ghi nhầm mặc dù mình nói với tốc độ vừa phải. 2. Cảm ứng đôi lúc bị loạn, khiến mình rất khó chịu.",3
Mai,"Mơi mua đc 3 hôm, đánh giá chung là hài lòng trong tầm giá. Máy chạy mượt, ít nóng, pin ổn cho 1 ngày sử dụng, Camera chụp hơi ảo tí.",4
Vũ NhẬT Quang,"Mua máy được vài ngày. Vân tay thì phải thường xuyên lau sạch chỗ chạm và lúc đăng ký nên nhấn mạnh 1 tí cho nó nhận rõ và lúc xài cũng nên nhấn giữ mạnh 1 tí (đừng mạnh quá kẻo hư màn hình). Camera thì vô setting chọn ""Đầy đủ"" thì chi tiết lên ok hơn. Mình không chơi game nên bỏ qua phần hiệu năng. Pin ok xài thoải mái 1 ngày. Máy tuy hơi nóng. Mà cơ bản khá ổn.",5
Huy,"Dùng đựoc 6ngày: 3g 4g bắt sóng yếu, độ trễ cao, còn lại đều chấp nhận được, camera selfie không quá ảo, pin dùng tạm ổn đuợc cái sạc pin nhanh, chơi game thì cũng ngon có màn hìh amoled thích mắt, nói chung ok",4
Dao,"Máy dùng ngon màn đẹp tất cả không vấn đề gì.ngắt hết kết nối để qua đêm pin tụt có 1%.không hiểu sao các bạn đánh giá thấp vậy.ra siêu thik xem hàng chất lượng hơn hản huawei, xiaomi.",5
PhƯơNg Lan,Máy ok ngon dùng được đã mua ở thế giới di động Bình Long nhân viên tận tình hơn cả tâm tình! :),5
PhƯơNg,Tuy không hài lòng về dòng máy lắm nhưng chỉ đánh giá về Nhân viên nhiệt tình. Vui vẽ . Rất ok,5
PhƯơNg,"Cảm ứng vân tay 1sao vì nhập cả chục lần mới vào được. Có lúc phải nhập mk. Đôi lúc máy đơ không hiểu lí do. Camera thì cho 4 sao . Chơi game tiết kiệm pin tốt nhưng vào khá chậm . Nói chung theo ý kiến tôi chỉ đạt 2,5 sao phân khúc 6990.000đ",3
VÕ TẤN PhÚ,"Máy dùng rất ok, thiết kế đẹp tất cả điều ok, tầm giá như vậy là tuyệt vời rồi. Mình mua ở Gò Dầu nhân viên ở đây dễ thương và nhiệt tình.",5
NguyÊN,Máy thiết kế đẹp tất cả điều ok còn vân tay như vậy là được rồi ko như mọi người chê ...,5
HiỀN,"Pin tụt nhanh, chụp hình buổi tối bị nhòe, wifi, 4G hơi yếu. Nhân viên dễ thương, nhiệt tình.",5
NguyỄN NhƯ NghĨA,Dùng rất ok luôn..ai chưa mua thì mua đi nhé. Mình mua ở ĐMX Ayunpa Gia Lai . nhân viên ở đây tư vấn rất nhiệt tình,5
Thi,"Nhận xét cá nhân Pin mình dùng 24h rồi mất 45%( chơi 3 trận lq, xem yt tầm 2h còn lại khám phá máy) Camera ổn, về vân tay quang học thì nên chạm rồi lăn đầu ngón tay 1 tí sẽ đc. Tiền nào của đó thôi.",5
Pham Nhung,Chụp hình nhòe quá xấu.... cùng 7 triệu nhưng chụp hình quá tệ thú cả đt 4 5 triệu.,1
Manh,"A50 bắt sóng 3g, 4g quá kém .những máy khác cùng cường độ sóng chơi game tốt còn A50 mình mới mua thì tịt",1
NguyỄN QuỐC QuÂN,Đề nghị samsumg cải thiện vân tay... vân tay ít nhận.... còn lại ok... cho 5 sao ủng hộ,5
NguyỄN HẢI,Máy này tệ nhất phần loa..loa trong va ngoài bật lớn bị rung mặt sau máy làm cầm rất khó chịu vì thân máy làm bằng nhựa..cấu hình thì máy xài hơi giật nhưng chấp nhận được..chơi game không mượt..,2
TÙNg,Có anh e nào dùng rồi quay camera đằng buổi tối bị vỡ hình . Nhoè ko??? Có phải máy mình bị hay a50 cái nào cũng thế ??,3
Sinh LÊ,"Pin trâu, chơi game bao mượt luôn. Còn mấy ông la vân tay chậm thì đúng cmnr vân tay quang học mà đòi nhanh như vân tay siêu âm à?",5
NguyỄN ThỊ NgỌC GiÀU,"Mình mua máy nay được 4 ngày ròi . Camera và pin điều ok , về vân tay thì mình nghĩ là do mấy anh chị em mình dùm chưa quen , và cứ nói máy lỗi này nọ mình thì thấy khá ổn với tầm giá này pin thì dùng được 2 ngày nhân viên tư vấn nhiệt tình vui vẻ trừ trước tới nay mình luôn mua rất nhiều sản phẩm tại thegioididong.",5
ĐặNg NhẬT HÀO,Điện thoại như gì chơi có game ff không mà cũng lag máy Pin sài thì mau hết .cảm ứng vân tay thì không ăn,1
NguyỄN VĂN HẬU,Pin nhanh hết vân tay rở k tả nổi mới mua 2 ngày nay . tệ hơn a5 phần mềm thua a5 2016,1
TrẦN TuyẾN,"Chơi game toàn mất mạng,hay bị đơ máy. Pin thì nhanh hết quá.vân tay bấm 10 phát may ra trúng đc phát.haizzzz.lỗi quá",2
PhẠM VĂN HẢI,Không hiểu sao mạng 3g H+ sài được 1 chúc hoặc bỏ qua đêm là chuyển về 2g E+. Phải tắt nguồn mở máy lại mới nổi H+ lên.ban đầu tưởng là tại nhà mạng nên đổi sim nhà mạng khác vào sử dụng vẫn y như vậy. Không lẻ mỗi lần nó chuyên về E+ chạy rất là chậm rồi phải tắt máy khởi động lại hay sao.mong thế giới di đông trả lời cho tôi biết nguyên nhân. Không thì đổi máy khác.,1
ĐăNg BẮC,Mình thấy như vậy này máy pin tốt dùng mượt camera ổn cái vân tay trong mant hình k phải là chậm mà các bác dùng chưa quen nên k dùng nhanh thôi em dùng đến ho9m thứ hai là không trượt phát nào em mia có 6 triệu đỏi hỏi gì nữa,5
DƯơNg HỢP,"Mình mua sản phẩm samsung lần này là lần thứ5 nhưng đến con này thật sự thất vọng về samsung, cảm ứng k nhạy , bắt sóng wifi và 4g cực kém, máy lỗi đổi máy khác cũng có lỗi , mình quyết định tẩy chay samsung luôn",1
Anh,"Đã chuyển từ A50 sang A6+ sài còn ngon hơn A50 sai lầm khi mua a50 khuyên chân thành các bạn đừng nên mua A50 như mình phí tiền đem bực vào người vân tay bấm 10 phát k ăn phát nào pin tụt nhanh hơn tụt quần loa thì chóe không chuẩn nhựa nguyên khối là biết rồi chuyển qua a6+ rẻ mà thơm kim loại nguyên khối chắc tay loa ngon pin đã vân tay nhạy fb zalo game 3d sóng wjfj 3,4g mình thấy ổn hơn a50 mình nói sai 1 câu k làm người nhé người dùng a50 rồi chia sẻ...!",1
TrẦN VÂN An,"Đây là nhận xét của mình khi sử dụng A50 Cái tệ Thứ nhất : Vân tay trong màn hình có cho vui. Nhiều lúc tức muốn đập đt. Thà để vân tay một chạm ngoài màn hình còn ngon hơn Cái thứ 2 : phần mềm không được tối ưu. Mở app delay nhẹ mới vào . Kể cả app của máy Cái thứ 3 : máy ảnh có cải tiến Cái thứ 4 : Chip mạnh nhưng không tối ưu. Thứ 5 : Pin trâu ,màn hình nịnh mắt. Độ sáng ổn Thứ 6 về loa. Loa to nhưng khi mở max volume âm thanh bị vỡ .",3
ĐìNh VŨ,"Vân tay ít nhạy,mình thì không chơi game chỉ chơi zingplay sử dụng tầm 10ph máy nóng lên,hơi thất vọng về A50,",3
LƯU Quang QuỐC ĐạI,Giới thiệu chi tiếc làm việc nhanh gọn rõ ràng. Nv lịch sự vui vẻ giao tiếp nhiều với KH. Hướng dẫn tỉ mĩ. 5*,5
NguyỄN HoÀNg Anh,"Xài đc gần tháng :máy có màn hình đẹp,camera ngon,one ui mượt,...có điều vân tay chậm nên cài vân tay 123 1 ngón thì nhanh hơn(vẫn chậm) tạm được, máy hơi nóng dù chỉ zlo,f,yt..,pin cũng ok nhung mau tuột so vs con số 4k am,bắt sóng 4g rất kém,xài đôi khi bị đơ phải restart lại ms xài đc tiếp(2l oy) hơi thất vọng),bàn phím nhảy tứ tung hog hiểu do nhập hay bị j...nên tìm hiểu trc khi mua máy....nói chung tạm chấp nhận được",3
TÌNhNguyỄN,"Mình thấy dùng cũng ok, giá cũng tốt, tuy nhiên vân tay hơi kém. Nhưng với mức giá này thì có thể chấp nhận được. Đặc biệt thái độ nhân viên tư vấn rất tốt.",5
Đỗ VĂN Chung,Khuyên những anh em nào có ý định mua e này thì nên cân nhắc.1 máy nhanh hết pin. 2. Vân tay k nhạy dù đã cài 2 cái 1 ngón.3. Bắt sóng khá kém. Mình mới mua nhưng thật sự thất vọng về khoản pin của e này. Máy nhanh hết pin kinh khủng. Và lưu ý ae nào mua để chơi lq hay aog thì mua may khác. Vì vào game cảm ứng hay bị đơ. Chơi rất ưc chế,2
Linh,Mấy sài êm rất tốt chỉ mỗi tội hay bị đơ còn mọi thứ ok chụp hình đẹp mỏng nhẹ Mấy a chị nhân viên phục vụ tốt thái độ lịch sự hòa nhã rất thích,5
TuẤN,Cảm nhận đầu tiên về điểm trừ là Sóng 4g quá kém và vân tay quá tù. Hình như sinh ra vân tay để test kiểu vân tay dưới màn hình cho thế hệ sau vậy.,4
KiỆT,"Tất cả những j A50 mang lại là sự an toàn. Ưu điểm: màn hình rất đẹp, camera rất nét, ổn cho mn có thể trải nghiệm lâu dài, hiệu năng khá ổn trong tầm giá, pin max trâu(khoảng 1 ngày rưỡi hơn) nên cỏ thể yên tâm về phần cứng và phần mềm bên trong Khuyết điểm: tuy nhiên phần thiết kế bên ngoài là điểm trừ lớn nhất. Mặt lưng màu đen khá nhàm và thật sự xấu.( tiếc vì đã bỏ qua P30 lite Nói chung mọi thứ A50 đem lại sẽ ổn đối vs 1 hs trung học trong 3 năm cấp 3 tới ngoại trừ thiết kế bên ngoài",5
Anh ĐàO,"Mình mua gần được 1 tháng, cảm thấy pin dùng ok mà ta.Camera đẹp. Vân tay hơi kém. Với giá tiền như vậy thì cũng ok rồi.",4
Huy,"Tất cả đều tốt, nhưng thu sóng quá kém, thua cả cái redmi 4x 3tr7. Vừa mua xong vào nhà là không chơi liên quân được.",4
A Khoa,"Máy này có 1 cái bực mình là :khi mình để trong túi màn hình tự mở gây máy nóng và mau hao pin mặc dù mình ko để cảm biến vân tay , và mở chức năng tránh mở màn hình khi để trong túi . Chưa có cách khắc phục lỗi này.",2
LÊ NhẬT Linh,Như vậy came đẹp k m.n came net chup dep pin sử dụng tốt sạc đủ 8 tiếng 3 lần lúc mới mua vân tay tạm được 4g tệ,4
